id	name	direction	gpr	pathway	enzyme	equation	reference
IDOND2	L-indonate 5-dehydrogenase (NADP)	>	b4267	Alternate Carbon Metabolism		[c] : 5dglcn + h + nadph --> idon-L + nadp	9658018
IDONt2rpp	L-idonate transport via proton symport, reversible (periplasm)	=	b4265	Transport, Inner Membrane		h[p] + idon-L[p] <==> h[c] + idon-L[c]	9658018
IDONtex	L-idonate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		idon-L[e] <==> idon-L[p]	
IG3PS	Imidazole-glycerol-3-phosphate synthase	>	( b2023  and  b2025 )	Histidine Metabolism		[c] : gln-L + prlp --> aicar + eig3p + glu-L + h	
IGPDH	imidazoleglycerol-phosphate dehydratase	>	b2022	Histidine Metabolism	4.2.1.19	[c] : eig3p --> h2o + imacp	
IGPS	indole-3-glycerol-phosphate synthase	>	b1262	Tyrosine, Tryptophan, and Phenylalanine Metabolism	4.1.1.48	[c] : 2cpr5p + h --> 3ig3p + co2 + h2o	
ILEabcpp	L-isoleucine transport via ABC system (periplasm)	>	( b3454  and  b3455  and  b3457  and  b3460  and  b3456 )	Transport, Inner Membrane		atp[c] + h2o[c] + ile-L[p] --> adp[c] + h[c] + ile-L[c] + pi[c]	
ILEt2rpp	L-isoleucine reversible transport via proton symport (periplasm)	=	b0401	Transport, Inner Membrane		h[p] + ile-L[p] <==> h[c] + ile-L[c]	
ILETA	isoleucine transaminase	=	b3770	Valine, Leucine, and Isoleucine Metabolism	2.6.1.42	[c] : akg + ile-L <==> 3mop + glu-L	
ILEtex	L-isoleucine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		ile-L[e] <==> ile-L[p]	
ILETRS	Isoleucyl-tRNA synthetase	>	b0026	tRNA Charging	6.1.1.5	[c] : atp + ile-L + trnaile --> amp + iletrna + ppi	
IMPC	IMP cyclohydrolase	=	b4006	Purine and Pyrimidine Biosynthesis	3.5.4.10	[c] : h2o + imp <==> fprica	
IMPD	IMP dehydrogenase	>	b2508	Purine and Pyrimidine Biosynthesis	1.1.1.205	[c] : h2o + imp + nad --> h + nadh + xmp	
IMPtex	IMP transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		imp[e] <==> imp[p]	
INDOLEt2pp	Indole transport via proton symport, irreversible (periplasm)	>	( b3265  and  b3266 )	Transport, Inner Membrane		h[c] + indole[c] --> h[p] + indole[p]	10518736
INDOLEt2rpp	Indole transport via proton symport, reversible (periplasm)	=	b3161	Transport, Inner Membrane		h[p] + indole[p] <==> h[c] + indole[c]	1917834
INDOLEtex	Indole transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		indole[e] <==> indole[p]	
INOSTt4pp	Na+/myo-inositol symporter (periplasm)	>	b3679	Transport, Inner Membrane		inost[p] + na1[p] --> inost[c] + na1[c]	
INSH	Inosine hydrolase	>	b0030	Nucleotide Salvage Pathway	3.2.2.8	[c] : h2o + ins --> hxan + rib-D	11027694
INSK	insosine kinase	>	b0477	Nucleotide Salvage Pathway	2.7.1.73	[c] : atp + ins --> adp + h + imp	
INSt2pp	inosine transport in via proton symport (periplasm)	>	b2964	Transport, Inner Membrane		h[p] + ins[p] --> h[c] + ins[c]	
INSt2rpp	inosine transport in via proton symport, reversible (periplasm)	=	b2406	Transport, Inner Membrane		h[p] + ins[p] <==> h[c] + ins[c]	11466294
INStex	inosine transport via diffusion (extracellular to periplasm)	=	b0411	Transport, Outer Membrane		ins[e] <==> ins[p]	
INSTtex	inositol transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		inost[e] <==> inost[p]	
IPDDI	isopentenyl-diphosphate D-isomerase	=	b2889	Cofactor and Prosthetic Group Biosynthesis	5.3.3.2	[c] : ipdp <==> dmpp	
IPDPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	>	b0029	Cofactor and Prosthetic Group Biosynthesis		[c] : h + h2mb4p + nadh --> h2o + ipdp + nad	12198182
IPMD	3-isopropylmalate dehydrogenase	>	b0073	Valine, Leucine, and Isoleucine Metabolism	1.1.1.85	[c] : 3c2hmp + nad --> 3c4mop + h + nadh	
IPPMIa	3-isopropylmalate dehydratase	=	( b0071  and  b0072 )	Valine, Leucine, and Isoleucine Metabolism	4.2.1.33	[c] : 3c2hmp <==> 2ippm + h2o	
IPPMIb	2-isopropylmalate hydratase	=	( b0071  and  b0072 )	Valine, Leucine, and Isoleucine Metabolism	4.2.1.33	[c] : 2ippm + h2o <==> 3c3hmp	
IPPS	2-isopropylmalate synthase	>	b0074	Valine, Leucine, and Isoleucine Metabolism	4.1.3.12	[c] : 3mob + accoa + h2o --> 3c3hmp + coa + h	
ISETACabcpp	isethionate transport via ABC system (periplasm)	>	( ( b0365  and  b0366  and  b0367 )  or  ( b0936  and  b0933  and  b0934 ) )	Transport, Inner Membrane		atp[c] + h2o[c] + isetac[p] --> adp[c] + h[c] + isetac[c] + pi[c]	10781534
ISETACtex	isethionate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		isetac[e] <==> isetac[p]	
K2L4Aabcpp	KDO(2)-lipid IV A transport via ABC system (periplasm)	>	b0914	Transport, Inner Membrane		atp[c] + h2o[c] + kdo2lipid4[c] --> adp[c] + h[c] + kdo2lipid4[p] + pi[c]	15052329
K2L4Atex	KDO(2)-lipid IV A transport via vector (periplasm to extracellular)	>		Transport, Outer Membrane		kdo2lipid4[p] --> kdo2lipid4[e]	
Kabcpp	Potassium ABC transporter (periplasm)	>	( b0698  and  b0697  and  b0696 )	Inorganic Ion Transport and Metabolism		atp[c] + h2o[c] + k[p] --> adp[c] + h[c] + k[c] + pi[c]	
KARA1	ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)	=	b3774	Valine, Leucine, and Isoleucine Metabolism	1.1.1.86	[c] : 23dhmb + nadp <==> alac-S + h + nadph	
KARA2	ketol-acid reductoisomerase (2-Acetolactate)	=	b3774	Valine, Leucine, and Isoleucine Metabolism	1.1.1.86	[c] : 2ahbut + h + nadph <==> 23dhmp + nadp	
KAS14	beta-ketoacyl-ACP synthase	>	( b2323  or  b1095 )	Membrane Lipid Metabolism	2.3.1.41	[c] : acACP + h + malACP --> ACP + actACP + co2	
KAS15	beta-ketoacyl-ACP synthase (2)	>	b1091	Membrane Lipid Metabolism		[c] : accoa + h + malACP --> actACP + co2 + coa	
KAT1	3-ketoacyl-CoA thiolase	>	( b3845  or  b2342 )	Membrane Lipid Metabolism	2.3.1.16	[c] : aacoa + coa --> (2) accoa	12535077
KAT2	3-ketoacyl-CoA thiolase	>	( b3845  or  b2342 )	Membrane Lipid Metabolism	2.3.1.16	[c] : 3ohcoa + coa --> accoa + btcoa	12535077
KAT3	3-ketoacyl-CoA thiolase	>	( b3845  or  b2342 )	Membrane Lipid Metabolism	2.3.1.16	[c] : 3oocoa + coa --> accoa + hxcoa	12535077
KAT4	3-ketoacyl-CoA thiolase	>	( b3845  or  b2342 )	Membrane Lipid Metabolism	2.3.1.16	[c] : 3odcoa + coa --> accoa + occoa	12535077
KAT5	3-ketoacyl-CoA thiolase	>	( b3845  or  b2342 )	Membrane Lipid Metabolism	2.3.1.16	[c] : 3oddcoa + coa --> accoa + dcacoa	12535077
KAT6	3-ketoacyl-CoA thiolase	>	( b3845  or  b2342 )	Membrane Lipid Metabolism	2.3.1.16	[c] : 3otdcoa + coa --> accoa + ddcacoa	12535077
KAT7	3-ketoacyl-CoA thiolase	>	( b3845  or  b2342 )	Membrane Lipid Metabolism	2.3.1.16	[c] : 3ohdcoa + coa --> accoa + tdcoa	12535077
KAT8	3-ketoacyl-CoA thiolase	>	( b3845  or  b2342 )	Membrane Lipid Metabolism	2.3.1.16	[c] : 3oodcoa + coa --> accoa + pmtcoa	12535077
KDOCT2	3-deoxy-manno-octulosonate cytidylyltransferase	>	b0918	Lipopolysaccharide Biosynthesis / Recycling	2.7.7.38	[c] : ctp + kdo --> ckdo + ppi	
KDOPP	3-deoxy-manno-octulosonate-8-phosphatase	>	b3198	Lipopolysaccharide Biosynthesis / Recycling	3.1.3.45	[c] : h2o + kdo8p --> kdo + pi	12639950
KDOPS	3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase	>	b1215	Lipopolysaccharide Biosynthesis / Recycling	4.1.2.16	[c] : ara5p + h2o + pep --> kdo8p + pi	
KG6PDC	3-keto-L-gulonate 6-phosphate decarboxylase	>	( b4196  or  b3581 )	Alternate Carbon Metabolism		[c] : 3dhgulnp + h --> co2 + xu5p-L	11741871
Kt2pp	potassium transport in via proton symport (periplasm)	>	( b1250  or  ( b1291  and  b3290  and  b1363 )  or  b3747  or  ( b1291  and  b3290  and  b3849 ) )	Inorganic Ion Transport and Metabolism		h[p] + k[p] --> h[c] + k[c]	11682179
Kt3pp	potassium transport out via proton antiport (periplasm)	>	( b1216  or  b0842  or  b3350  or  b0047 )	Inorganic Ion Transport and Metabolism		h[p] + k[c] --> h[c] + k[p]	15371593
Ktex	potassium transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		k[e] <==> k[p]	
LA4NTpp	4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))	>	b2257	Lipopolysaccharide Biosynthesis / Recycling		[p] : colipa + uLa4n --> acolipa + udcpp	15695810
LACZ	b-galactosidase	>	b0344	Alternate Carbon Metabolism	3.2.1.23	[c] : h2o + lcts --> gal + glc-D	
LACZpp	b-galactosidase	>	b2132	Alternate Carbon Metabolism	3.2.1.108	[p] : h2o + lcts --> gal + glc-D	
LADGMDH	L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase	>	b1326	Murein Recycling		[c] : LalaDgluMdap + h2o --> 26dap-M + LalaDglu	12511517
LALDO2x	D-Lactaldehyde:NAD+ 1-oxidoreductase	>	b3945	Methylglyoxal Metabolism	1.1.1.21	[c] : h + mthgxl + nadh --> lald-D + nad	10049880
LALGP	L-alanyl-gamma-L-glutamate peptidase	>	b0237	Murein Recycling		[c] : LalaLglu + h2o --> ala-L + glu-L	11747447
LCADi	lactaldehyde dehydrogenase	>	b1415	Alternate Carbon Metabolism	1.2.1.21	[c] : h2o + lald-L + nad --> (2) h + lac-L + nadh	
LCARR	lacaldehyde reductase (R-propane-1,2-diol forming)	=		Methylglyoxal Metabolism	1.1.1.77	[c] : h + lald-D + nadh <==> 12ppd-R + nad	
LCARS	lacaldehyde reductase (S-propane-1,2-diol forming)	=	b2799	Alternate Carbon Metabolism	1.1.1.77	[c] : h + lald-L + nadh <==> 12ppd-S + nad	
LCTSt3ipp	Lactose transport via proton aniport (periplasm)	>	( b2170  or  b0070  or  b1528 )	Transport, Inner Membrane		h[p] + lcts[c] --> h[c] + lcts[p]	
LCTStex	Lactose transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		lcts[e] <==> lcts[p]	
LCTStpp	Lactose transport via proton symport (periplasm)	=	b0343	Transport, Inner Membrane		h[p] + lcts[p] <==> h[c] + lcts[c]	
LDH_D	D-lactate dehydrogenase	=	( b2133  or  b1380 )	Pyruvate Metabolism	1.1.1.28	[c] : lac-D + nad <==> h + nadh + pyr	
LDH_D2	D-lactate dehydrogenase	>	b2133	Oxidative Phosphorylation	1.1.2.4	[c] : lac-D + q8 --> pyr + q8h2	
LEUabcpp	L-leucine transport via ABC system (periplasm)	>	( ( b3454  and  b3455  and  b3457  and  b3458  and  b3456 )  or  ( b3454  and  b3455  and  b3457  and  b3460  and  b3456 ) )	Transport, Inner Membrane		atp[c] + h2o[c] + leu-L[p] --> adp[c] + h[c] + leu-L[c] + pi[c]	
LEUt2rpp	L-leucine reversible transport via proton symport (periplasm)	=	b0401	Transport, Inner Membrane		h[p] + leu-L[p] <==> h[c] + leu-L[c]	
LEUTAi	leucine transaminase (irreversible)	>	( b3770  or  b4054 )	Valine, Leucine, and Isoleucine Metabolism	2.6.1.42	[c] : 4mop + glu-L --> akg + leu-L	
LEUtex	L-leucine transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		leu-L[e] <==> leu-L[p]	
LEUTRS	Leucyl-tRNA synthetase	>	b0642	tRNA Charging	6.1.1.4	[c] : atp + leu-L + trnaleu --> amp + leutrna + ppi	
LGTHL	lactoylglutathione lyase	>	b1651	Methylglyoxal Metabolism	4.4.1.5	[c] : gthrd + mthgxl --> lgt-S	9628737
LIPAabcpp	lipid A transport via ABC system (periplasm)	>	b0914	Lipopolysaccharide Biosynthesis / Recycling		atp[c] + h2o[c] + lipa[c] --> adp[c] + h[c] + lipa[p] + pi[c]	15052329
LIPACabcpp	lipid (cold) A transport via ABC system (periplasm)	>	b0914	Lipopolysaccharide Biosynthesis / Recycling		atp[c] + h2o[c] + lipa_cold[c] --> adp[c] + h[c] + lipa_cold[p] + pi[c]	15052329
LIPAHT2ex	core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)	>	b0622	Lipopolysaccharide Biosynthesis / Recycling		[e] : colipa + h + hdca --> h2o + hacolipa	15576375
LIPAHTex	Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)	>	b0622	Lipopolysaccharide Biosynthesis / Recycling		[e] : h + hdca + lipa --> h2o + halipa	15576375
LIPAtex	lipid A transport via vector (periplasm to extracellular)	>		Lipopolysaccharide Biosynthesis / Recycling		lipa[p] --> lipa[e]	15576375
L-LACD2	L-Lactate dehydrogenase (ubiquinone)	>	b3605	Oxidative Phosphorylation	1.1.2.3	[c] : lac-L + q8 --> pyr + q8h2	
L-LACD3	L-Lactate dehydrogenase (menaquinone)	>	b3605	Oxidative Phosphorylation	1.1.2.3	[c] : lac-L + mqn8 --> mql8 + pyr	
L-LACt2rpp	L-lactate reversible transport via proton symport (periplasm)	=	( b3603  or  b2975 )	Transport, Inner Membrane		h[p] + lac-L[p] <==> h[c] + lac-L[c]	11785976
L-LACtex	L-lactate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		lac-L[e] <==> lac-L[p]	
LPADSS	Lipid A disaccaride synthase	>	b0182	Lipopolysaccharide Biosynthesis / Recycling	2.4.1.182	[c] : lipidX + u23ga --> h + lipidAds + udp	
LPLIPAL1A120pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1ddecg3p + h2o --> ddca + glyc3p + h	10423542
LPLIPAL1A140pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1tdecg3p + h2o --> glyc3p + h + ttdca	10423542
LPLIPAL1A141pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1tdec7eg3p + h2o --> glyc3p + h + ttdcea	10423542
LPLIPAL1A160pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1hdecg3p + h2o --> glyc3p + h + hdca	10423542
LPLIPAL1A161pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1hdec9eg3p + h2o --> glyc3p + h + hdcea	10423542
LPLIPAL1A180pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1odecg3p + h2o --> glyc3p + h + ocdca	10423542
LPLIPAL1A181pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1odec11eg3p + h2o --> glyc3p + h + ocdcea	10423542
LPLIPAL1E120pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpe120 + h2o --> ddca + g3pe + h	10423542
LPLIPAL1E140pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpe140 + h2o --> g3pe + h + ttdca	10423542
LPLIPAL1E141pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpe141 + h2o --> g3pe + h + ttdcea	10423542
LPLIPAL1E160pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpe160 + h2o --> g3pe + h + hdca	10423542
LPLIPAL1E161pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpe161 + h2o --> g3pe + h + hdcea	10423542
LPLIPAL1E180pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpe180 + h2o --> g3pe + h + ocdca	10423542
LPLIPAL1E181pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpe181 + h2o --> g3pe + h + ocdcea	10423542
LPLIPAL1G120pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpg120 + h2o --> ddca + g3pg + h	10423542
LPLIPAL1G140pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpg140 + h2o --> g3pg + h + ttdca	10423542
LPLIPAL1G141pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpg141 + h2o --> g3pg + h + ttdcea	10423542
LPLIPAL1G160pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpg160 + h2o --> g3pg + h + hdca	10423542
LPLIPAL1G161pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpg161 + h2o --> g3pg + h + hdcea	10423542
LPLIPAL1G180pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpg180 + h2o --> g3pg + h + ocdca	10423542
LPLIPAL1G181pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)	>	b0494	Glycerophospholipid Metabolism	3.1.1.5	[p] : 1agpg181 + h2o --> g3pg + h + ocdcea	10423542
LPLIPAL2A120	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2ddecg3p + h2o --> ddca + glyc3p + (2) h	3908447
LPLIPAL2A140	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2tdecg3p + h2o --> glyc3p + (2) h + ttdca	3908447
LPLIPAL2A141	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2tdec7eg3p + h2o --> glyc3p + (2) h + ttdcea	3908447
LPLIPAL2A160	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2hdecg3p + h2o --> glyc3p + (2) h + hdca	3908447
LPLIPAL2A161	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2hdec9eg3p + h2o --> glyc3p + (2) h + hdcea	3908447
LPLIPAL2A180	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2odecg3p + h2o --> glyc3p + (2) h + ocdca	3908447
LPLIPAL2A181	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2odec11eg3p + h2o --> glyc3p + (2) h + ocdcea	3908447
LPLIPAL2ATE120	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpe120 + pg120 --> apg120 + g3pe	3908447
LPLIPAL2ATE140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpe140 + pg140 --> apg140 + g3pe	3908447
LPLIPAL2ATE141	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpe141 + pg141 --> apg141 + g3pe	3908447
LPLIPAL2ATE160	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpe160 + pg160 --> apg160 + g3pe	3908447
LPLIPAL2ATE161	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpe161 + pg161 --> apg161 + g3pe	3908447
LPLIPAL2ATE180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpe180 + pg180 --> apg180 + g3pe	3908447
LPLIPAL2ATE181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpe181 + pg181 --> apg181 + g3pe	3908447
LPLIPAL2ATG120	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpg120 + pg120 --> apg120 + g3pg	3908447
LPLIPAL2ATG140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpg140 + pg140 --> apg140 + g3pg	3908447
LPLIPAL2ATG141	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpg141 + pg141 --> apg141 + g3pg	3908447
LPLIPAL2ATG160	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpg160 + pg160 --> apg160 + g3pg	3908447
LPLIPAL2ATG161	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpg161 + pg161 --> apg161 + g3pg	3908447
LPLIPAL2ATG180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpg180 + pg180 --> apg180 + g3pg	3908447
LPLIPAL2ATG181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)	>	b3825	Glycerophospholipid Metabolism		[c] : 2agpg181 + pg181 --> apg181 + g3pg	3908447
LPLIPAL2E120	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpe120 + h2o --> ddca + g3pe + h	3908447
LPLIPAL2E140	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpe140 + h2o --> g3pe + h + ttdca	3908447
LPLIPAL2E141	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpe141 + h2o --> g3pe + h + ttdcea	3908447
LPLIPAL2E160	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpe160 + h2o --> g3pe + h + hdca	3908447
LPLIPAL2E161	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpe161 + h2o --> g3pe + h + hdcea	3908447
LPLIPAL2E180	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpe180 + h2o --> g3pe + h + ocdca	3908447
LPLIPAL2E181	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpe181 + h2o --> g3pe + h + ocdcea	3908447
LPLIPAL2G120	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpg120 + h2o --> ddca + g3pg + h	3908447
LPLIPAL2G140	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpg140 + h2o --> g3pg + h + ttdca	3908447
LPLIPAL2G141	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpg141 + h2o --> g3pg + h + ttdcea	3908447
LPLIPAL2G160	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpg160 + h2o --> g3pg + h + hdca	3908447
LPLIPAL2G161	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpg161 + h2o --> g3pg + h + hdcea	3908447
LPLIPAL2G180	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpg180 + h2o --> g3pg + h + ocdca	3908447
LPLIPAL2G181	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)	>	b3825	Glycerophospholipid Metabolism	3.1.1.5	[c] : 2agpg181 + h2o --> g3pg + h + ocdcea	3908447
LSERDHr	L-serine dehydrogenase	=	b1539	Glycine and Serine Metabolism		[c] : nadp + ser-L <==> 2amsa + h + nadph	12535615
LYSabcpp	L-lysine transport via ABC system (periplasm)	>	( b2310  and  b2307  and  b2306  and  b2308 )	Transport, Inner Membrane		atp[c] + h2o[c] + lys-L[p] --> adp[c] + h[c] + lys-L[c] + pi[c]	
